Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Age,Design,Heating,Total number of floors,Renovation,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
137747,"CZK 10,500",50.1269247,14.4645974,"Kyselova, Prague - Kobylisy",Small studio,,25 m²,"CZK 2,000",CZK 1,Personal,Prefab concrete building,Partially furnished,4,No,No,No,No,No,No,No,01. 04. 2022,,269,510,258,278,243,472,163,205,823,210,,,,District heating,,,,,,,,
462116,"CZK 12,000",50.1345763,14.4729742,"Šimůnkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,500","CZK 25,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,No,No,Yes,No,02. 03. 2022,,165,950,304,"1,047",264,925,408,208,"1,171",143,,1 to 10 years years,Standard materials and solutions,District heating,,,,,,,,
549373,"CZK 16,000",50.0257254,14.4362755,Prague - Braník,3 bedroom,Excellent,75 m²,"CZK 8,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,10,Yes,No,No,No,No,Yes,No,01. 03. 2022,,218,260,218,231,307,286,679,395,891,400,,,Premium materials and solutions,Central heating,Middle floor,Overall,,,,,,
448290,"CZK 16,000",50.0385227,14.3237865,"Kakosova, Prague - Řeporyje",Studio,New build,44 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,A,172,"1,161",900,"1,090",432,989,710,"1,131",571,68,Yes,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,
578086,"CZK 14,000",50.0459517,14.4949206,"Choceradská, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,000","CZK 25,000",Personal,Prefab concrete building,Unfurnished,1,No,No,No,No,No,No,No,10. 03. 2022,G,511,908,450,850,683,"1,453",247,"1,119","1,075",562,,,,,,,,,,,,
708918,"CZK 22,500",50.0699993,14.3820262,"Hlaváčkova, Prague - Košíře",Studio,,35 m²,"CZK 7,500",,,,Furnished,6,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,,202,523,119,828,248,936,219,756,"1,073",529,,,,,,,,,,,,
634518,"CZK 18,000",50.062899,14.364914,"Průchova, Prague - Košíře",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,700","CZK 22,700",Personal,Brick building,Furnished,,No,Yes,No,No,Yes,No,No,09. 11. 2020,C,108,"1,231","1,099","1,322",744,"1,262",346,408,744,144,,1 to 10 years years,Premium materials and solutions,Gas boiler,Ground floor,Overall,33 m²,,,,,
707766,"CZK 11,100",50.0731,14.43985,"Záhřebská, Prague - Vinohrady",Studio,Excellent,31 m²,"CZK 2,390","CZK 17,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,A,166,323,59,552,98,502,124,436,693,506,,,,,,,,,,,,
708915,"CZK 13,000",50.10768,14.39138,"Zemědělská, Prague - Dejvice",1 bedroom,Good,40 m²,CZK 740,"CZK 13,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,02. 03. 2022,G,223,"1,360",30,766,310,167,626,170,702,628,,,,,,,,,,,,
404507,"CZK 13,500",50.0561286,14.4214707,Prague - Podolí,1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,500",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 04. 2022,,314,461,345,234,292,458,173,781,390,136,,,,Central heating,Middle floor,Overall,,,,,,
707449,"CZK 17,998",50.09214,14.48204,"Koněvova, Prague - Žižkov",2 bedroom,Good,70 m²,"CZK 2,740","CZK 36,000",Personal,Brick building,Furnished,,No,No,No,No,No,Yes,No,15. 03. 2022,G,66,633,62,324,37,257,307,247,228,307,,10 to 30 years years,Standard materials and solutions,Central heating,Raised ground floor,,,,,,,
624813,"CZK 17,000",50.088739,14.459929,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 3,500","CZK 34,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,Yes,01. 05. 2022,A,69,391,237,352,57,326,454,624,141,458,Yes,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,,
453418,"CZK 16,000",50.0989455,14.3615835,"Jemenská, Prague - Vokovice",2 bedroom,Excellent,55 m²,"CZK 2,500","CZK 20,000",Cooperative,Prefab concrete building,Furnished,7,No,No,Yes,Yes,No,Yes,No,,,147,315,325,289,216,336,258,125,"1,362",329,,,Standard materials and solutions,District heating,Top floor,Overall,,,,,,
703789,"CZK 12,700",50.05981,14.44846,"Dolní, Prague - Nusle",Studio,Excellent,31 m²,"CZK 1,673","CZK 12,700",Personal,Brick building,Unfurnished,1,No,No,Yes,No,No,No,No,25. 02. 2022,G,137,918,172,285,125,690,367,533,799,140,,over 50 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,,
468820,"CZK 12,500",50.0684978,14.3880015,"Nad Popelkou, Prague - Smíchov",1 bedroom,,55 m²,"CZK 2,800","CZK 27,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,,C,46,980,655,"1,173",630,"1,067",691,"1,059",531,171,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,
623417,"CZK 14,000",50.064877,14.42824,"Jaromírova, Prague - Nusle",Studio,Excellent,28 m²,"CZK 3,200","CZK 28,000",Personal,Brick building,,3,No,No,No,No,No,No,No,06. 03. 2022,B,150,490,83,509,147,216,470,608,470,365,,,,,,,,,,,,
698486,"CZK 31,500",50.07468,14.3949,"Švédská, Prague - Smíchov",2 bedroom with open-plan kitchen,New build,100 m²,"CZK 5,500","CZK 31,500",Personal,Other,Partially furnished,2,Yes,No,No,No,No,Yes,Yes,Ihned,B,52,989,268,730,310,684,316,930,"1,088",443,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,
708226,"CZK 11,500",50.10681,14.44916,"Poupětova, Prague - Holešovice",Small studio,Excellent,25 m²,"CZK 2,300","CZK 15,000",Cooperative,Brick building,Furnished,1,No,No,No,No,No,No,No,03. 03. 2022,B,198,450,31,262,118,266,265,724,363,324,,over 50 years years,Standard materials and solutions,Electric boiler,Ground floor,Interior,,,,,,
518635,"CZK 14,500",50.0663273,14.4296422,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 3,000","CZK 14,500",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,,194,809,124,703,236,246,531,563,200,97,,,Standard materials and solutions,Gas boiler,,,,,,,,
300969,"CZK 25,000",50.0381427,14.38810125,"Slivenecká, Prague - Hlubočepy",3 bedroom with open-plan kitchen,,120 m²,"CZK 4,500",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,Yes,,,112,"1,089",880,"1,003",718,"1,034",964,961,896,623,,,,,,,,,,,,
387953,"CZK 16,000",50.1070818,14.4903248,"Kovářská, Prague - Libeň",2 bedroom,Excellent,53 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,D,175,295,4,478,34,356,195,205,194,107,,,,,Middle floor,Overall,,,,,,
544322,"CZK 16,000",50.0822768,14.4501047,"Kubelíkova, Prague - Žižkov",1 bedroom with open-plan kitchen,,65 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,,,395,174,145,350,13,163,377,485,529,532,,,,,,,,,,,,
421082,"CZK 11,000",50.02078,14.40305,"Šífařská, Prague - Hodkovičky",Studio,New build,27 m²,"CZK 2,200","CZK 11,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,No,No,01. 05. 2022,B,423,654,"1,185",375,"1,111",,,,,,,,,,,,,,,,,
707717,"CZK 15,000",50.08969,14.47408,"Viklefova, Prague - Žižkov",1 bedroom,Good,40 m²,CZK 495,"CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 03. 2022,D,299,941,205,330,87,187,308,261,429,377,,,,Gas boiler,Ground floor,,,,,,,
672382,"CZK 21,000",50.10362,14.50919,"Pod Harfou, Prague - Vysočany",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Furnished,11,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,C,446,121,"1,225",719,"1,048","1,345","1,068",84,,,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,
686530,"CZK 32,000",50.10149,14.56361,"Mrázkova, Prague - Černý Most",3 bedroom with open-plan kitchen,New build,105 m²,"CZK 5,000","CZK 60,000",Personal,Brick building,Furnished,2,No,No,Yes,Yes,Yes,Yes,Yes,01. 05. 2022,B,232,708,418,"1,146",772,624,389,926,86,,Yes,1 to 10 years years,,District heating,Middle floor,,,,,,,
519849,"CZK 21,000",50.0771546,14.4683767,Prague - Vinohrady,2 bedroom,Excellent,59 m²,"CZK 3,500","CZK 24,980",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,01. 03. 2022,,141,452,19,213,144,197,107,869,229,124,,1 to 10 years years,,Central heating,Middle floor,Interior,,,,,,
696248,"CZK 47,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,Excellent,109 m²,"CZK 6,000","CZK 53,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,D,209,273,39,272,113,301,142,267,694,169,,,,,,,,,,,,
577002,"CZK 16,500",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,,43 m²,"CZK 3,500","CZK 49,500",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,C,399,778,398,794,980,582,"1,071",806,,,,,,,,,,,,,,
704250,"CZK 15,000",50.0947805,14.463317,"Molákova, Prague - Karlín",1 bedroom with open-plan kitchen,,35 m²,"CZK 3,500","CZK 45,000",Personal,Prefab concrete building,,7,Yes,No,Yes,No,No,Yes,No,01. 01. 1970,,239,"1,160",399,900,165,781,84,772,831,289,,,,,,,,,,,,
708903,"CZK 56,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",3 bedroom,,105 m²,"CZK 18,750",,,,Furnished,4,No,No,No,No,No,Yes,No,01. 04. 2022,,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,
708902,"CZK 59,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",2 bedroom with open-plan kitchen,,100 m²,"CZK 19,750",,,,Furnished,7,No,Yes,No,No,No,Yes,No,11. 03. 2022,,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,
95646,"CZK 20,000",50.0893807,14.4450545,"pernerova, Prague - Karlín",1 bedroom with open-plan kitchen,New build,70 m²,"CZK 4,000","CZK 24,000",Personal,Brick building,Furnished,5,No,No,No,No,Yes,Yes,No,01. 04. 2022,,171,665,304,594,5,568,218,873,680,216,,,Premium materials and solutions,Central heating,Top floor,Interior,,,,,,
651316,"CZK 15,000",50.056161,14.292234,"Do Zahrádek I, Prague - Třebonice",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Partially furnished,4,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,B,269,"1,137",519,463,776,574,573,797,414,,Yes,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,
707340,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,,32 m²,"CZK 7,000",,,,Furnished,1,No,Yes,No,No,No,Yes,Yes,04. 03. 2022,,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,,
707282,"CZK 22,950",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",1 bedroom,,49 m²,"CZK 7,650",,,,Furnished,3,No,No,No,No,No,Yes,No,23. 03. 2022,,155,369,147,651,45,545,205,328,671,484,,,,,,,,,,,,
707367,"CZK 59,738",50.0902503,14.4293691,"Truhlářská, Prague - Nové Město",2 bedroom with open-plan kitchen,,186 m²,"CZK 19,912",,,,Furnished,3,No,No,No,No,No,Yes,No,04. 03. 2022,,176,468,153,183,95,334,340,266,546,580,,,,,,,,,,,,
707323,"CZK 20,306",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,38 m²,"CZK 6,769",,,,Furnished,2,No,No,No,No,No,No,No,04. 03. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,,
707301,"CZK 32,063",50.0846396,14.4202484,"Michalská, Prague - Staré Město",2 bedroom,,54 m²,"CZK 10,687",,,,Furnished,7,No,No,No,No,No,Yes,No,06. 03. 2022,,314,494,74,261,13,145,42,702,340,361,,,,,,,,,,,,
707288,"CZK 33,675",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 11,225",,,,Furnished,-1,No,No,No,No,No,No,No,19. 04. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,
707249,"CZK 47,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 15,750",,,,Furnished,4,No,No,No,No,No,Yes,Yes,01. 04. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,
707817,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,,Furnished,4,No,No,No,No,No,Yes,No,23. 04. 2022,,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,
707350,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,1,No,No,No,No,No,Yes,No,04. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,
708896,"CZK 24,750",50.0720218,14.4618189,"Bulharská, Prague - Vršovice",1 bedroom with open-plan kitchen,,54 m²,"CZK 8,250",,,,Furnished,5,No,No,No,No,No,No,No,01. 05. 2022,,222,829,176,605,99,603,417,336,724,245,,,,,,,,,,,,
708895,"CZK 29,452",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",Studio,,40 m²,"CZK 9,817",,,,Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,,
708894,"CZK 25,500",50.0471114,14.4429584,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,,41 m²,"CZK 8,500",,,,Furnished,5,No,No,No,No,No,No,No,01. 05. 2022,,394,499,253,432,280,389,317,725,696,412,,,,,,,,,,,,
708893,"CZK 10,767",50.1058121,14.4975893,"Lisabonská, Prague - Vysočany",Studio,,22 m²,"CZK 3,589",,,,Furnished,4,No,No,No,No,No,Yes,No,01. 04. 2022,,454,831,549,570,538,453,646,819,174,346,,,,,,,,,,,,
708892,"CZK 20,250",50.0719171,14.4429188,"Rybalkova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,48 m²,"CZK 6,750",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,,195,408,97,765,42,717,415,296,511,225,,,,,,,,,,,,
708891,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,000",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,
708890,"CZK 9,000",50.0677075,14.5189136,"Mokřanská, Prague - Strašnice",Studio,,20 m²,"CZK 3,000",,,,Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,168,769,821,899,"1,058",898,"1,469",728,,,,,,,,,,,,,,
708889,"CZK 9,750",50.068042,14.5177497,"Mokřanská, Prague - Strašnice",Studio,,20 m²,"CZK 3,250",,,,Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,77,679,731,809,968,808,"1,484",638,,,,,,,,,,,,,,
708888,"CZK 18,000",50.0992269,14.3632307,"Arabská, Prague - Vokovice",2 bedroom,,53 m²,"CZK 6,000",,,,Furnished,9,No,No,No,No,No,Yes,No,01. 05. 2022,,126,352,449,240,383,460,336,130,"1,420",331,,,,,,,,,,,,
708887,"CZK 26,250",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,60 m²,"CZK 8,750",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,,
708886,"CZK 17,175",50.0667869,14.4553047,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,,45 m²,"CZK 5,725",,,,Furnished,2,No,Yes,No,No,No,No,No,01. 05. 2022,,79,38,77,287,79,287,384,531,326,376,,,,,,,,,,,,
708885,"CZK 15,319",50.1033901,14.4020568,"U Zeměpisného ústavu, Prague - Bubeneč",Studio,,28 m²,"CZK 5,106",,,,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,192,792,137,285,93,475,243,337,508,82,,,,,,,,,,,,
708882,"CZK 19,166",50.0388338,14.3231874,"Kakosova, Prague - Řeporyje",1 bedroom with open-plan kitchen,,60 m²,"CZK 6,389",,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,,188,"1,187",832,"1,111",550,983,731,"1,127",688,53,,,,,,,,,,,,
156828,"CZK 15,000",50.0780634,14.4580267,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 800,"CZK 15,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,95,426,68,168,77,236,547,654,801,288,,,,Other,,,,,,,,
705286,"CZK 14,800",50.0562679,14.5456142,"Dolnoměcholupská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,500","CZK 10,000",Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,No,No,,G,219,"1,040","1,352",228,"1,399",859,943,,,,,,Standard materials and solutions,,Top floor,Overall,,,,,,
708197,"CZK 19,000",50.10847,14.47528,"U Libeňského pivovaru, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,000","CZK 23,000",Personal,Low-energy building,Furnished,3,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,G,264,769,236,482,257,314,365,592,332,244,,,,,,,,,,,,
708878,"CZK 13,000",50.06955,14.48319,"V Předpolí, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 550,"CZK 13,550",Personal,Brick building,Unfurnished,3,No,No,Yes,No,No,No,No,01. 03. 2022,G,394,650,331,396,341,475,728,595,472,435,,,,,,,,,,,,
508727,"CZK 15,000",50.0483749,14.4469753,"Vokáčova, Prague - Michle",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,026","CZK 15,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,B,271,477,150,215,104,130,401,570,722,316,Yes,,,,,,,,,,,
708857,"CZK 16,788",50.10809,14.43722,"Na Zátorách, Prague - Holešovice",Studio,Excellent,18 m²,"CZK 8,000","CZK 16,788",Personal,Prefab concrete building,Furnished,3,No,No,No,No,Yes,Yes,Yes,01. 04. 2022,G,203,"1,202",318,"1,023",78,445,306,355,606,,,,,,,,,,,,,
695624,"CZK 20,000",50.07342,14.43573,"Belgická, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 40,000",Cooperative,Brick building,Furnished,2,No,No,No,No,No,No,No,11. 12. 2021,G,238,91,125,269,60,116,23,208,824,866,,,,,,,,,,,,
708178,"CZK 13,000",50.05165,14.34686,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 2,600","CZK 13,000",Personal,Prefab concrete building,Furnished,1,No,No,Yes,No,No,Yes,No,25. 02. 2022,G,77,528,199,185,134,113,178,326,"1,199",203,,,,,,,,,,,,
708854,"CZK 13,000",50.10331,14.47473,"Novákových, Prague - Libeň",Studio,New build,36 m²,"CZK 1,000","CZK 14,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,B,120,231,151,82,7,56,105,299,410,472,,,,,,,,,,,,
465337,"CZK 12,000",50.1276836,14.5021292,Prague - Letňany,Studio,Excellent,36 m²,"CZK 3,200","CZK 15,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,,183,799,96,828,660,760,318,477,"1,499",313,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
708849,"CZK 15,000",50.07098,14.38725,"Mahenova, Prague - Košíře",2 bedroom,Excellent,72 m²,CZK 600,"CZK 15,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,15. 03. 2022,G,60,904,97,"1,058",37,"1,192",511,814,"1,092",210,,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,
510345,"CZK 14,000",50.0132652,14.4007748,"Pískařská, Prague - Modřany",Studio,Excellent,42 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Furnished,3,No,Yes,Yes,No,No,Yes,Yes,07. 03. 2022,B,124,"1,056",401,"1,353",770,"1,414","1,215",693,,,,,,,,,,,,,,
708305,"CZK 46,800",50.0606031,14.3995501,"Na Neklance, Prague - Smíchov",1 bedroom with open-plan kitchen,,47 m²,"CZK 15,600",,,,Furnished,1,No,No,No,No,No,Yes,Yes,04. 03. 2022,,149,907,200,914,210,455,590,729,652,530,,,,,,,,,,,,
450463,"CZK 7,402",50.058202,14.5205966,"Na Groši, Prague - Hostivař",Small studio,Excellent,27 m²,"CZK 2,598","CZK 10,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,B,53,916,152,879,900,920,848,"1,195",950,217,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
528429,"CZK 15,000",50.1013047,14.446693,"Osadní, Prague - Holešovice",1 bedroom,Excellent,45 m²,"CZK 3,500","CZK 15,000",Personal,Brick building,Furnished,6,Yes,No,Yes,No,No,No,No,01. 04. 2022,,183,160,124,393,72,81,108,260,562,117,,,,Gas boiler,Top floor,,,,,,,
596994,"CZK 9,990",50.026395,14.521774,"Opatovská, Prague - Chodov",Studio,New build,38 m²,CZK 1,"CZK 18,000",Personal,Brick building,,3,No,No,No,No,No,No,No,07. 03. 2022,A,93,811,106,828,378,311,421,414,924,222,,,,,,,,,,,,
589631,"CZK 9,990",50.037684,14.591834,"U Uhříněveské Obory, Prague - Uhříněves",Small studio,New build,38 m²,CZK 1,"CZK 23,980",Personal,Brick building,,2,No,No,No,No,No,No,No,07. 03. 2022,A,354,"1,139",491,942,613,928,554,455,"1,335",237,,,,,,,,,,,,
619894,"CZK 9,885",50.036582,14.593744,"V Bytovkách, Prague - Uhříněves",Studio,New build,45 m²,CZK 100,"CZK 18,000",Personal,Brick building,,2,No,No,No,No,No,No,No,05. 03. 2022,A,220,"1,006",357,800,699,786,300,321,"1,201",51,,,,,,,,,,,,
596997,"CZK 9,990",50.038205,14.592655,"U Uhříněveské obory, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,40 m²,CZK 1,"CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,05. 03. 2022,A,465,"1,251",602,"1,053",670,"1,039",666,566,"1,446",348,,1 to 10 years years,Premium materials and solutions,District heating,,,,,,,,
609646,"CZK 9,990",50.037252,14.594891,"Křemenná, Prague - Uhříněves",Small studio,New build,40 m²,CZK 1,"CZK 18,000",Personal,Brick building,,3,No,No,No,No,Yes,No,No,05. 03. 2022,A,474,"1,259",611,"1,045",952,"1,032",545,575,"1,455",309,Yes,,,,,,,,,,,
279377,"CZK 12,000",50.0768498,14.4558533,"Kolínská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,42 m²,"CZK 3,000","CZK 12,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,184,366,103,145,75,358,238,553,942,361,,10 to 30 years years,Standard materials and solutions,,,,,,,,,
