Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Reconstruction,Balcony,Parking,Cellar,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Designe,Enclosed balcony,Domácí mazlíčci vítáni,Terrace,Garage,New-build,Administrative fee
"CZK 16,000","CZK 6,300","CZK 40,000",488736,2+kk,8/29/2022,6,Prefab concrete,Distance,63 m²,Fully furnished,,Cooperative,C,Complete,1.0,,,1.0,171.24,917.32,252.69,2175.16,760.08,989.91,518.33,536.04,816.2,247.61,"Korycanská, Prague - Čimice",50.1356081,14.4351266,,,,,,,,
"CZK 45,000","CZK 2,000","CZK 32,000",533163,4+1,10/1/2022,3,Brick,Electric boiler,91 m²,Fully furnished,,Personal,,Complete,,1.0,1.0,,202.01,548.32,190.08,101.63,62.32,146.17,378.67,315.45,278.96,626.63,Prague - Smíchov,50.0722791,14.4047668,,Luxurious,,,,,,
"CZK 11,000","CZK 2,000","CZK 12,000",731705,1 bedroom,8/30/2022,1,Brick,,35 m²,Fully furnished,Under construction,,G,Complete,,1.0,1.0,,147.07,808.12,182.06,279.74,3.52,158.28,750.47,377.67,173.24,159.08,Prague - Nusle,50.05776,14.43034,Over 50 years,,,,,,,
"CZK 15,000","CZK 3,850","CZK 37,700",732018,2+kk,9/1/2022,3,Brick,,72 m²,Partly,Very good,,G,,,,,,161.23,140.79,1536.51,1989.08,189.1,557.88,332.89,622.45,478.43,422.84,Prague - Řeporyje,50.03195,14.31385,,,,,,,,
"CZK 130,000","CZK 15,000","CZK 145,000",657851,5+kk,11/1/2022,5,Brick,,212 m²,Unfurnished,Very good,Personal,G,,1.0,,,,47.35,338.16,268.77,405.29,56.59,440.45,149.29,578.87,65.72,473.48,"Pařížská, Prague - Josefov",50.09109,14.4181,,,,,,,,
"CZK 16,500","CZK 3,500","CZK 33,000",731972,2 bedroom,9/1/2022,2,Brick,,75 m²,Partly,Very good,,G,,1.0,,,,180.07,447.34,328.95,304.76,190.74,436.63,254.64,668.64,309.77,217.21,Prague - Podolí,50.0566,14.42252,,,,,,,,
"CZK 8,000","CZK 2,000","CZK 20,000",710403,Studio,10/3/2022,,Brick,,20 m²,Partly,Very good,Personal,G,Interior,,,,1.0,192.05,286.7,144.76,100.02,68.79,179.97,387.23,708.99,696.53,316.39,"Klicperova, Prague - Smíchov",50.06941,14.40228,Over 50 years,Standard,,1.0,,,,
"CZK 9,800","CZK 3,700","CZK 20,000",116882,Studio,6/30/2022,1,Brick,Distance,15 m²,Fully furnished,Very good,Personal,,,,1.0,,,282.77,391.35,198.94,752.9,210.66,516.86,232.0,257.48,428.59,215.11,"Luzicka, Prague - Vinohrady",50.073526,14.444901,Up to 10 years,Standard,,,,,,
"CZK 16,000","CZK 7,552","CZK 16,000",731913,2 bedroom,8/31/2022,5,Prefab concrete,,58 m²,Partly,Very good,,C,,,,1.0,1.0,126.86,927.75,528.62,1209.72,132.49,569.33,339.56,480.48,640.96,436.23,Prague - Záběhlice,50.05248,14.49585,,,1.0,1.0,,,,
"CZK 15,000","CZK 4,000","CZK 30,000",553174,Studio,,4,Brick,Central,35 m²,Fully furnished,New-build,Personal,,,1.0,,,1.0,214.44,992.27,79.44,917.37,516.16,364.03,491.84,368.42,1047.46,99.74,Prague - Střížkov,50.1294478,14.4931442,Up to 10 years,,1.0,,,1.0,1.0,
"CZK 14,000","CZK 4,000","CZK 18,000",457628,Studio,9/1/2022,,Brick,,41 m²,Fully furnished,,Personal,D,,,,,,84.46,1099.48,35.23,484.88,31.71,361.35,305.51,374.88,481.07,172.77,"Terronská, Prague - Bubeneč",50.108673,14.3955801,,,,,,,,
"CZK 12,000","CZK 5,000","CZK 17,000",731935,2+kk,8/31/2022,2,Prefab concrete,Central,45 m²,Partly,Very good,,G,Complete,,1.0,1.0,1.0,135.47,97.0,675.76,674.62,210.16,171.88,463.41,906.09,722.87,199.69,Prague - Letňany,50.13766,14.51597,,,,,,,,
"CZK 14,000","CZK 3,500","CZK 17,500",319883,2+kk,9/1/2022,4,Prefab concrete,,43 m²,Fully furnished,,Personal,,,,,,1.0,416.89,893.09,446.97,403.03,457.39,458.55,284.17,513.98,506.27,21.06,"Bellušova, Prague - Stodůlky",50.042152,14.3220897,,,,,,,,
"CZK 14,000","CZK 2,700","CZK 28,000",730130,Studio,9/1/2022,4,Other,Distance,36 m²,Partly,New-build,,C,,1.0,1.0,1.0,1.0,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,,Standard,,,,,1.0,
"CZK 7,000","CZK 3,000","CZK 5,000",731366,Studio,9/8/2022,1,Brick,,30 m²,Fully furnished,Very good,,A,,1.0,,1.0,,473.13,1927.82,412.01,2234.74,517.28,1651.24,435.03,1290.93,1025.58,581.62,Prague - Ruzyně,50.08148,14.31969,,,,,,,,
"CZK 19,500","CZK 2,500","CZK 22,000",731915,2+kk,8/31/2022,4,Brick,,55 m²,Partly,Very good,,G,,,,1.0,1.0,169.73,215.76,94.17,145.25,81.15,76.56,390.09,728.86,241.33,401.53,Prague - Bubeneč,50.10088,14.4248,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",731881,3+kk,10/1/2022,2,Prefab concrete,,70 m²,Fully furnished,Very good,,G,,,,1.0,,679.55,1577.66,776.93,1418.39,249.69,809.34,630.74,1225.73,1541.32,243.18,Prague - Újezd u Průhonic,50.02246,14.52549,,,1.0,,,,,
"CZK 16,000","CZK 2,500","CZK 32,000",673649,Studio,10/1/2022,5,Brick,Electric boiler,26 m²,Fully furnished,Very good,Personal,G,,,,,1.0,60.98,721.34,75.87,68.33,38.37,9.05,345.05,453.26,425.76,314.33,"Jana Želivského, Prague - Žižkov",50.08965,14.46868,,,,,,,,
"CZK 13,499",CZK 1,"CZK 13,500",731868,Small studio,9/5/2022,,Brick,,22 m²,Fully furnished,Very good,,G,,,,,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,,,,,,,,
"CZK 27,000","CZK 6,000","CZK 33,000",462223,3+kk,9/1/2022,8,Brick,Central,106 m²,Fully furnished,New-build,Personal,B,,,,,1.0,212.08,812.91,162.18,1052.96,441.38,396.18,445.25,146.72,1065.71,247.83,"Otradovická, Prague - Kamýk",50.0198176,14.4448089,Up to 10 years,Luxurious,,,1.0,1.0,1.0,
"CZK 17,500","CZK 3,000","CZK 20,000",731841,2 bedroom,8/31/2022,3,Brick,Electric boiler,32 m²,Fully furnished,Very good,Personal,C,Complete,,,,,275.99,237.57,187.93,147.65,110.52,275.78,212.62,309.08,345.47,403.05,"Přemyslovská, Prague - Vinohrady",50.07794985,14.45237455,,,,,,,,
"CZK 13,000","CZK 6,000","CZK 19,000",731842,2+kk,10/1/2022,1,Prefab concrete,,46 m²,Partly,Good,,G,,,1.0,1.0,1.0,38.3,180.61,107.72,122.2,166.98,1590.76,177.43,402.41,1066.18,405.04,Prague - Záběhlice,50.0473,14.48676,,,1.0,1.0,,,,
"CZK 16,000","CZK 4,500","CZK 20,000",518471,Studio,10/1/2022,9,Prefab concrete,,42 m²,Partly,,Personal,,Complete,1.0,,1.0,1.0,186.23,681.13,6.36,494.12,111.52,580.42,338.19,225.96,332.16,77.08,Prague - Krč,50.0472729,14.4353047,,,1.0,,,,,
"CZK 30,000","CZK 6,000","CZK 60,000",641531,3+kk,2/1/2021,4,Prefab concrete,Distance,85 m²,Fully furnished,New-build,Personal,A,,1.0,1.0,1.0,1.0,130.93,1007.1,37.48,465.02,115.5,445.04,247.78,438.88,274.05,99.72,"U Svobodárny, Prague - Libeň",50.105646,14.48901,Up to 10 years,Luxurious,,,,1.0,1.0,
"CZK 25,000","CZK 7,000","CZK 60,000",647143,3+kk,11/1/2022,4,Brick,,132 m²,Fully furnished,Very good,Personal,B,Complete,,1.0,1.0,1.0,354.2,1029.02,773.22,1943.85,379.14,1815.43,2263.83,753.81,992.0,207.97,"Povltavská, Prague - Troja",50.1146126,14.4097123,10 to 30 years,,,,,1.0,,
"CZK 17,500","CZK 5,000","CZK 35,000",731780,2+kk,10/1/2022,4,Brick,Central,50 m²,Fully furnished,New-build,,G,,,1.0,,1.0,177.79,275.87,204.47,959.97,184.53,794.91,413.35,516.35,694.83,177.79,Prague - Hlubočepy,50.03086,14.36582,10 to 30 years,Standard,,,1.0,,,
"CZK 55,000","CZK 12,000","CZK 60,000",600532,4+1,8/26/2022,6,Brick,Central,165 m²,Partly,Very good,Personal,G,Interior,,,,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.0756819,14.4085242,Up to 10 years,Luxurious,,,1.0,,,
"CZK 30,000","CZK 9,000","CZK 30,000",606435,3+1,9/12/2022,2,Brick,,136 m²,Unfurnished,Good,Personal,G,,,,,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,,,,,,,,
"CZK 14,000","CZK 6,000","CZK 40,000",588580,1 bedroom,9/5/2022,1,Brick,Electric boiler,40 m²,Fully furnished,Very good,Personal,D,Complete,,,,,87.62,199.98,94.39,16.26,97.48,177.74,263.1,459.6,475.82,231.83,"Boleslavova, Prague - Nusle",50.064228,14.439752,Over 50 years,Standard,,,,,,
"CZK 28,000","CZK 5,500","CZK 56,000",731257,2+kk,9/12/2022,3,Low-energy,,65 m²,Fully furnished,New-build,,B,,,1.0,,1.0,317.17,621.5,297.62,296.86,195.97,433.63,686.66,1053.07,567.17,521.88,Prague - Karlín,50.09598,14.45293,,,1.0,,1.0,1.0,1.0,
"CZK 16,000","CZK 4,700","CZK 20,000",731783,2+kk,10/1/2022,2,Brick,,45 m²,Fully furnished,Very good,,B,,1.0,,1.0,1.0,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 14,000",425445,Small studio,10/10/2022,1,Brick,,22 m²,Fully furnished,Very good,Personal,,Complete,,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,Up to 10 years,,,,,,,
"CZK 16,000","CZK 7,300","CZK 25,000",708480,2 bedroom,11/1/2022,3,Prefab concrete,Distance,53 m²,Unfurnished,Very good,Personal,G,Complete,,,1.0,1.0,102.94,180.37,269.43,254.61,232,280.22,515.14,307.34,1413.59,372.74,"Súdánská, Prague - Vokovice",50.09793,14.3627,,,1.0,,,,,
"CZK 22,000","CZK 6,000","CZK 40,000",716761,3+1,5/9/2022,7,Prefab concrete,Central,75 m²,Fully furnished,Very good,Personal,C,Complete,,,,1.0,69.61,506.32,83.14,1497.66,725.41,563.08,613.34,646.45,1092.89,385.31,"Cíglerova, Prague - Černý Most",50.1069,14.56511,,Standard,,,,,,
"CZK 20,000","CZK 3,500","CZK 47,000",731205,Studio,11/1/2022,8,Low-energy,Central,38 m²,Partly,New-build,Personal,B,,1.0,1.0,1.0,1.0,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,,Luxurious,,,1.0,1.0,1.0,
"CZK 17,000","CZK 2,000","CZK 20,000",681228,2 bedroom,9/1/2022,,Brick,Electric boiler,66 m²,Partly,Very good,Personal,G,Complete,,,,,157.9,165.01,122.59,129.53,12.48,115.97,408.42,228.56,453.02,120.59,"Slezská, Prague - Vinohrady",50.0768057,14.4613696,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 20,000",337275,2+kk,10/31/2022,3,Brick,Central,67 m²,Partly,Very good,Personal,,,1.0,,,1.0,35.96,485.23,26.24,261.89,27.42,260.23,74.83,206.37,549.07,277.91,"Žitomírská, Prague - Vršovice",50.0709555,14.4578324,,,,,,,,
"CZK 32,000","CZK 4,000","CZK 32,000",731196,Studio,10/10/2022,1,Low-energy,,50 m²,Fully furnished,New-build,,G,,,1.0,,1.0,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,,,,1.0,1.0,1.0,,
"CZK 20,000","CZK 3,500","CZK 30,000",731189,3+kk,8/25/2022,3,Brick,,74 m²,Fully furnished,Very good,,D,,,,,1.0,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,,,,,,,,
"CZK 15,500","CZK 3,000","CZK 18,000",673636,Studio,11/1/2022,4,Brick,,25 m²,Fully furnished,New-build,Personal,G,,,,,,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,"Perucká, Prague - Vinohrady",50.06918,14.43767,,,,,,,,
"CZK 24,000","CZK 4,000","CZK 28,000",624407,2+kk,10/1/2022,3,Prefab concrete,Distance,56 m²,Partly,Very good,Personal,G,Interior,1.0,1.0,,1.0,113.45,1478.64,27.42,1518.61,75.78,86.71,646.95,252.43,1173.65,178.35,"Bratislavská, Prague - Hostivař",50.044404,14.518172,Up to 10 years,Standard,,,,,,
"CZK 18,000","CZK 1,600","CZK 30,000",671891,2+kk,10/1/2022,6,Brick,Gas boiler,65 m²,Unfurnished,Very good,Personal,G,Complete,,,1.0,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,Up to 10 years,Standard,,,,,,
"CZK 15,000","CZK 1,200","CZK 30,000",731658,2+kk,8/29/2022,11,Prefab concrete,,44 m²,Partly,Good,,G,,,,,1.0,394.09,990.9,968.19,1659.4,498.41,1031.36,909.21,1082.06,816.82,752.6,Prague - Horní Měcholupy,50.05125,14.56091,,,,1.0,,,,
"CZK 4,600","CZK 2,600","CZK 7,200",731618,4+kk,8/29/2022,11,Prefab concrete,,74 m²,Partly,Very good,,G,,,,,,108.72,684.83,279.79,1450.37,385.21,802.21,510.3,352.89,485.52,205.04,Prague - Chodov,50.03354,14.51078,,,1.0,,,,,
"CZK 9,900","CZK 5,000","CZK 15,000",704560,Small studio,2/1/2022,,Brick,Distance,24 m²,Fully furnished,Very good,Personal,G,Complete,,,1.0,1.0,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,Up to 10 years,,,,,,,
"CZK 18,000","CZK 4,000","CZK 18,000",731577,2+kk,8/29/2022,3,Brick,,50 m²,Fully furnished,Very good,,G,,,,,,244.04,224.17,310.76,2449.74,292.92,357.95,318.66,431.95,1215.19,210.53,Prague - Braník,50.03692,14.40981,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",629291,Studio,9/1/2022,5,Brick,Distance,47 m²,Fully furnished,Very good,Cooperative,G,Interior,,,1.0,1.0,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,Over 50 years,Standard,,,1.0,,,
"CZK 5,000","CZK 1,000","CZK 3,000",731583,2 bedroom,8/29/2022,1,Brick,,50 m²,Fully furnished,Good,,D,,,,,1.0,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,Prague - Záběhlice,50.04675,14.4941,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 22,000",731515,3+1,8/28/2022,,Prefab concrete,,76 m²,Fully furnished,Very good,,G,,,,1.0,1.0,224.05,654.34,617.56,732.08,483.4,650.3,790.05,801.9,454.67,256.72,Prague - Záběhlice,50.05437,14.51016,,,1.0,,,,,
"CZK 25,000","CZK 7,500","CZK 32,500",166213,2 bedroom,9/11/2022,3,Brick,Gas boiler,72 m²,Fully furnished,Very good,Personal,C,Complete,,,,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,Up to 10 years,Standard,,,,,,
"CZK 24,000","CZK 6,000","CZK 60,000",731081,2 bedroom,8/24/2022,5,Brick,,100 m²,Partly,Very good,,B,,,,,1.0,235.55,493.01,200.15,848.96,210.37,578.39,187.76,372.32,530.67,339.18,Prague - Smíchov,50.06561,14.39664,,,,1.0,,,,
"CZK 35,000","CZK 2,500","CZK 20,000",731561,3+kk,8/29/2022,1,Brick,,84 m²,Fully furnished,Very good,,G,,,,,,172.33,591.68,145.8,184.34,72.85,80.56,257.4,331.94,145.71,238.03,Prague - Nové Město,50.07638,14.42886,,,,,,,,
"CZK 29,800","CZK 5,000","CZK 34,800",685115,2+kk,9/26/2022,4,Brick,,50 m²,Fully furnished,New-build,Personal,B,,,1.0,,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,,,1.0,,,1.0,,
"CZK 22,500","CZK 4,000","CZK 26,500",685106,Studio,10/1/2022,5,Brick,,33 m²,Fully furnished,New-build,Personal,B,,1.0,,,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,,,,,,,,
"CZK 14,900","CZK 3,500","CZK 14,900",730755,2+kk,8/22/2022,4,Brick,Central,43 m²,Partly,New-build,,G,Complete,,,,,198.02,1003.12,215.83,1191.11,171.61,335.89,625.08,714.44,1142.37,275.55,Prague - Košíře,50.07016,14.38685,,Standard,,,1.0,,,
"CZK 15,900","CZK 4,100","CZK 20,000",575066,2+kk,9/1/2022,2,Brick,Gas boiler,39 m²,Partly,New-build,Personal,C,,1.0,,,,294.15,1090.88,1361.47,2008.89,273.84,2133.53,1506.12,2642.51,2083.45,916.82,"Želetická, Prague - Sobín",50.0641756,14.27305515,Up to 10 years,Luxurious,,,,1.0,1.0,
"CZK 16,000","CZK 1,500","CZK 32,000",730986,3+1,8/23/2022,5,Prefab concrete,Central,70 m²,Fully furnished,Good,,G,Exterior,,,,,506.34,876.91,392.91,811.74,806.41,696.49,646.62,295.96,2042.79,195.9,Prague - Troja,50.12536,14.41058,,Standard,1.0,,,,,
"CZK 15,000","CZK 4,500","CZK 19,500",483606,Studio,10/1/2022,3,Brick,,42 m²,Partly,New-build,Personal,A,,,,,,59.17,832.58,69.81,317.47,265.17,136.69,236.43,732.66,112.87,308.78,Prague - Libeň,50.1080371,14.4724508,,,,,,,,
"CZK 8,000","CZK 2,500","CZK 10,500",354692,Other,6/27/2022,1,Brick,,20 m²,Fully furnished,,Personal,G,,,,,,47.34,1364.56,146.9,862.47,60.54,597.08,709.83,707.89,933.65,594.52,"Klapkova, Prague - Kobylisy",50.1295387,14.4551659,,,,,,,,
"CZK 23,000","CZK 4,500","CZK 60,000",731508,2 bedroom,10/1/2022,1,Brick,,85 m²,Unfurnished,Very good,,G,,,,,,223.5,588.45,113.57,276.92,0,88.29,193.47,741.77,211.16,180.39,Prague - Dejvice,50.09862,14.40305,,,,,,1.0,,
"CZK 14,000","CZK 4,000","CZK 28,000",678488,2 bedroom,10/1/2022,2,Brick,Distance,53 m²,Fully furnished,Good,Personal,G,,,,1.0,,78.03,383.9,92.18,175.57,466.9,245.42,117.37,209.6,941.96,59.8,"Na Okraji, Prague - Veleslavín",50.09024,14.34522,,,,,,,,
"CZK 15,500","CZK 1,500","CZK 17,000",407973,1 bedroom,10/1/2022,4,Brick,Electric boiler,42 m²,Fully furnished,,Personal,,Interior,,,,,267.72,411.12,158.25,820.92,224.92,282.86,548.34,423.55,621.23,195.96,"V Olšinách, Prague - Vršovice",50.0712949,14.4820543,,,,,1.0,,,
"CZK 13,300","CZK 2,700","CZK 18,000",558315,Studio,10/1/2022,1,Prefab concrete,,27 m²,Fully furnished,,Cooperative,,Complete,,1.0,1.0,1.0,235.42,1472.13,168.49,1354.89,681.99,789.99,410.75,252.5,565.0,240.54,"Hasova, Prague - Modřany",50.0133907,14.4273209,,Luxurious,1.0,,,,,
"CZK 17,000","CZK 2,900","CZK 40,000",730677,2+kk,9/1/2022,3,Brick,,48 m²,Partly,Very good,,C,,1.0,,1.0,1.0,127.28,833.45,0.95,1967.51,86.67,787.29,490.85,1036.75,847.71,404.51,Prague - Kyje,50.10906,14.55753,,,,,,1.0,,
"CZK 20,000","CZK 4,900","CZK 24,900",486388,2+kk,10/1/2022,2,Brick,Central,70 m²,Fully furnished,Very good,Personal,,Interior,,,,,121.36,784.7,346.8,960.08,589.09,899.5,373.04,268.68,423.1,127.11,"Na Vršku, Prague - Smíchov",50.0745045,14.3736779,,Luxurious,,,,,,
"CZK 10,000","CZK 4,000",CZK 2,485483,Studio,1/1/2021,1,Brick,,24 m²,Partly,,Personal,,,,,,,238.79,1182.2,322.05,1037.62,0.13,694.74,895.99,537.45,1022.62,376.81,"Mašínova, Prague - Kobylisy",50.130805,14.45657,,,,,,,,
"CZK 20,000","CZK 7,000","CZK 45,000",730773,2 bedroom,9/1/2022,2,Brick,Central,55 m²,Partly,Very good,Personal,G,Exterior,1.0,,,,142.89,368.6,396.96,381.66,287.22,1332.25,334.52,695.43,956.12,622.84,Prague - Záběhlice,50.04715,14.48291,30 - 50 years,,,1.0,,,,
"CZK 18,000","CZK 5,000","CZK 22,000",425185,2+kk,8/28/2022,1,Brick,Other,56 m²,Fully furnished,,Personal,C,,,,1.0,,85.3,212.78,59.97,163.18,127.61,304.28,276.4,561.91,304.53,301.03,"Za Poštou, Prague - Strašnice",50.0761964,14.4905813,Up to 10 years,Luxurious,,,,,,
"CZK 9,200","CZK 1,050","CZK 10,000",731390,,8/27/2022,,,,23 m²,,,,,,,,,,115.09,1032.67,80.25,311.2,75.8,134.11,370.43,418.92,410.08,300.64,Prague - Žižkov,50.09084,14.47161,,,,,,,,
"CZK 29,900","CZK 4,000","CZK 29,900",731449,2+kk,8/28/2022,3,Brick,,58 m²,Unfurnished,New-build,,B,,,1.0,1.0,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,,,,,1.0,,1.0,
"CZK 29,900",CZK 740,"CZK 59,800",238692,4+kk,7/22/2022,3,Brick,,146 m²,Partly,Good,Personal,C,Complete,,,1.0,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,"Hornoměcholupská, Prague - Hostivař",50.0521645,14.5301399,,Standard,,,,,,
"CZK 20,900","CZK 2,800","CZK 20,900",731435,Studio,8/27/2022,2,Brick,,36 m²,Unfurnished,New-build,,B,,,1.0,1.0,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,,,,,1.0,,1.0,
"CZK 8,000","CZK 4,000","CZK 12,000",731432,1 bedroom,8/27/2022,3,Brick,,25 m²,Fully furnished,Good,,C,,1.0,,,,225.84,998.78,156.94,498.46,315.81,461.06,478.73,438.76,758.62,198.52,Prague - Prosek,50.11597,14.49889,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 12,000",731430,2+kk,8/27/2022,11,Prefab concrete,,43 m²,Fully furnished,Good,,G,,,1.0,,1.0,489.24,1034.37,631.38,1131.4,174.27,1012.6,255.64,332.1,843.47,121.89,Prague - Horní Měcholupy,50.04789,14.5613,,,,,,,,
"CZK 18,000","CZK 2,000","CZK 36,000",605812,Studio,9/11/2022,5,Brick,Central,42 m²,Partly,Very good,Personal,,Complete,,,,1.0,165.64,741.92,52.41,96.6,104.88,171.12,251.74,483.54,150.69,593.26,"Veverkova, Prague - Holešovice",50.100125,14.431629,,,,,1.0,,,
"CZK 16,500","CZK 3,000","CZK 15,000",641182,Studio,9/6/2022,3,Brick,Central,25 m²,Fully furnished,Good,Personal,B,Bathroom unit,,,,,356.6,734.94,453.36,352.96,373.61,572.79,1041.05,326.27,1013.88,65.21,"Buštěhradská, Prague - Střešovice",50.096835,14.389714,,Standard,,,,,,
"CZK 22,000","CZK 4,500","CZK 50,000",728893,Studio,9/12/2022,5,Low-energy,,39 m²,Partly,New-build,,B,,,1.0,1.0,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,,,1.0,,1.0,1.0,1.0,
"CZK 14,000",CZK 0,"CZK 14,000",583578,,8/30/2022,1,Brick,Gas boiler,15 m²,Fully furnished,Good,Cooperative,C,Complete,,,1.0,1.0,205.33,658.07,330.79,666.41,147.84,610.89,238.11,457.49,14.87,566.93,"Krouzova, Prague - Modřany",50.012335913975,14.418793902307,10 to 30 years,Standard,1.0,,,,,
"CZK 18,000","CZK 3,800","CZK 36,000",392925,2+kk,9/1/2022,5,Brick,Distance,50 m²,Partly,New-build,Personal,B,,1.0,1.0,,1.0,487.64,1059.79,268.72,1038.86,696.6,637.22,559.36,510.6,1320.66,97.89,Prague - Střížkov,50.1308869,14.4954099,Up to 10 years,Luxurious,,,,,,
"CZK 19,000","CZK 3,000","CZK 44,000",686568,Studio,9/15/2022,2,Brick,,26 m²,Fully furnished,New-build,Personal,E,Complete,,,,1.0,98.4,430.77,193.81,210.42,67.47,366.05,461.93,467.64,787.48,452.05,"Gorazdova, Prague - Nové Město",50.07386,14.41527,Up to 10 years,,,,,,,
"CZK 23,000","CZK 4,000","CZK 27,000",730804,3+1,10/1/2022,2,Brick,,77 m²,Partly,Very good,,G,,,1.0,1.0,,473.84,1388.43,450.65,1215.14,466.26,729.37,635.55,575.59,435.22,232.77,Prague - Vokovice,50.10084,14.34982,,,,1.0,,,,
"CZK 4,900","CZK 1,000",CZK 0,686626,2 bedroom,9/1/2022,4,Brick,Central,50 m²,Fully furnished,Very good,Personal,G,,,,,,180.5,668.29,52.54,601.09,271.63,449,151.53,1025.29,424.12,87.77,"Ortenovo náměstí, Prague - Holešovice",50.10915,14.44742,,,,,,,,
"CZK 60,000","CZK 6,000","CZK 120,000",731171,4+kk,8/25/2022,5,Brick,,130 m²,Partly,Very good,,G,Complete,1.0,,1.0,,264.54,188.83,342.77,281.35,223.32,522.66,177.43,189.95,990.47,464.35,Prague - Malá Strana,50.08904,14.40703,,,,,1.0,,,
"CZK 20,000","CZK 4,000","CZK 48,000",249879,2+kk,10/1/2022,2,Brick,Electric boiler,66 m²,Fully furnished,Very good,Personal,,,,1.0,,1.0,372.23,943.38,625.63,1057.02,355.45,903.11,637.89,793.73,557.5,136.86,"Švejcarovo náměstí, Prague - Stodůlky",50.0361776,14.3299157,,,1.0,,,,,
"CZK 16,000","CZK 3,000","CZK 32,000",731388,2+kk,9/1/2022,3,Brick,Central,58 m²,Partly,Very good,,C,,1.0,,,1.0,239.32,721.27,303.79,535.82,218.67,196.36,205.9,255.22,502.0,327.73,Prague - Břevnov,50.08527,14.37305,,,,,,,,
"CZK 17,400","CZK 2,500","CZK 17,400",531248,2+kk,8/29/2022,3,Brick,Central,40 m²,Fully furnished,Very good,Personal,A,Complete,,,,,232.35,639.23,694.32,275.43,313.44,544.84,723.66,511.93,1205.5,201.79,"Vostrovská, Prague - Dejvice",50.1001838,14.3671741,,Standard,,,,,,
"CZK 44,000","CZK 5,000","CZK 50,000",616335,4+1,8/30/2022,2,Brick,Central,150 m²,Partly,Very good,Personal,A,Complete,1.0,,,,187.19,1435.35,170.17,1071.56,167.78,148.85,445.52,578.95,458.41,194.93,Prague - Dejvice,50.104941,14.371193,,Luxurious,,,1.0,,,
